2.404639044665123349e-01,6.209286074064700872e-02
2.404678845785483132e-01,6.209302060003465962e-02
2.404676446746500940e-01,6.209301160622191645e-02
2.404632241795270631e-01,6.209284613631880362e-02
2.369218875758261067e-01,6.196031959909179682e-02
2.196946858675345171e-01,6.130110297782126461e-02
2.049717892002409780e-01,6.071318961997867331e-02
1.924832248349120645e-01,6.018951748386228151e-02
1.819504893802086631e-01,5.972267718275568044e-02
1.731276718323721542e-01,5.930659099012181718e-02
1.657851194283974927e-01,5.893574994471281747e-02
1.597123087150055520e-01,5.860523381902992685e-02
1.547187048656430974e-01,5.831065714294182689e-02
1.506341761504688126e-01,5.804811010072094546e-02
1.473088490706908893e-01,5.781409204804142249e-02
1.446126373522314268e-01,5.760548719215390079e-02
1.424361431810011736e-01,5.741977341382524525e-02
1.406822950636059388e-01,5.725411304447105415e-02
1.392713129142742479e-01,5.710621304760753192e-02
1.374897144551467110e-01,5.689553566164588794e-02
1.339873849357211821e-01,5.644745564072856103e-02
1.311377401044821478e-01,5.604797569247351591e-02
1.288287099368614075e-01,5.569183802463754940e-02
1.269652429804534743e-01,5.537454124155136159e-02
1.254651178432266700e-01,5.509171270601241621e-02
1.242605885337209198e-01,5.483962758573780044e-02
1.232954168991809846e-01,5.461495580626653246e-02
1.225233298352443601e-01,5.441471240935282644e-02
1.219065657921861723e-01,5.423630029705779620e-02
1.214144071665609614e-01,5.407724930192434748e-02
1.210220179030629395e-01,5.393548282567266206e-02
1.207090257381700921e-01,5.380896272002978764e-02
1.150288539889294526e-01,5.127718494267646115e-02
1.095043952978514840e-01,4.866609953473746003e-02
1.049090500707748896e-01,4.633896865139607024e-02
1.011101209573093268e-01,4.426491895198157028e-02
9.798762365249505391e-02,4.241642441292180904e-02
9.543458610848912227e-02,4.076897409407988226e-02
9.335718444547713712e-02,3.930090177987311667e-02
9.167280377998206220e-02,3.799194396424952769e-02
9.031426467409782444e-02,3.682691541961273518e-02
8.907153394007336078e-02,3.564024965601516465e-02
8.681331287811794306e-02,3.328386086865750548e-02
8.497642563554963502e-02,3.118333750158849837e-02
8.348854321220364194e-02,2.931124706469665289e-02
8.228750973148077352e-02,2.764274691725460836e-02
8.132085753179577048e-02,2.615569608866981713e-02
8.054475148774895010e-02,2.483036084105767066e-02
7.992289821859083210e-02,2.364915479897562040e-02
7.942547337296308740e-02,2.259640402183632144e-02
7.902812357430297197e-02,2.165813892931197499e-02
7.871106795189142247e-02,2.082190931417310029e-02
7.845830868256371826e-02,2.007661891213043115e-02
7.825698902338848462e-02,1.941239499844389649e-02
7.809666492132918969e-02,1.882038433566677119e-02
7.796908039923852729e-02,1.829275496199705628e-02
7.786758897645246202e-02,1.782250592018554125e-02
7.778687845215673247e-02,1.740339691294730262e-02
7.772270834992042743e-02,1.702986588049067510e-02
7.767169869995087239e-02,1.669695621268646804e-02
7.763115666568635997e-02,1.640025035078748403e-02
7.759893804289189068e-02,1.613581109536454949e-02
7.757333640906394212e-02,1.590012941763203555e-02
7.755299433585205460e-02,1.569007794265538103e-02
7.753685949654171017e-02,1.550288591106929910e-02
7.752400763325123512e-02,1.533603093042152851e-02
7.751379972935780460e-02,1.518732263636559873e-02
7.750569200780645096e-02,1.505478717825831439e-02
7.749925223217549175e-02,1.493666536599040813e-02
7.749413591951238856e-02,1.483138576101771314e-02
7.749010123156205299e-02,1.473757457309086277e-02
7.748686222220163566e-02,1.465394575973734230e-02
7.748429148343012607e-02,1.457941300997872384e-02
7.748225107436140791e-02,1.451298670373479122e-02
7.748063135095419052e-02,1.445378487347817251e-02
7.747934532730775536e-02,1.440102156903896521e-02
7.747832408152971473e-02,1.435399642910406559e-02
7.747751300994332180e-02,1.431208534156404484e-02
7.747686888279030348e-02,1.427473215088257905e-02
7.747635805015352928e-02,1.424144154527053237e-02
7.747595308867315234e-02,1.421177158233675325e-02
7.747563172115001784e-02,1.418532826203527074e-02
7.747537627258467563e-02,1.416176049634229779e-02
7.747517276620220772e-02,1.414075539577979053e-02
7.747501046833764338e-02,1.412203428002332256e-02
7.747488101931127025e-02,1.410534885003698891e-02
7.747477776333533406e-02,1.409047778886688036e-02
7.747469614325197540e-02,1.407722418981910938e-02
7.747463126675556422e-02,1.406541190826205226e-02
7.747457973590511637e-02,1.405488422026789606e-02
7.747453883039609468e-02,1.404550143816593079e-02
7.747453799514852912e-02,1.403716389100327817e-02
7.747449961410458885e-02,1.402970381231853983e-02
7.747447151329217574e-02,1.402305636938737908e-02
7.747445150408725778e-02,1.401713300957456096e-02
7.747443740732207207e-02,1.401185453416423955e-02
7.747442847957879131e-02,1.400715130508576114e-02
7.747442296228880532e-02,1.400296001612796014e-02
7.747442020535399987e-02,1.399922474536473976e-02
7.747442046289503004e-02,1.399589622623201648e-02
